label,payload,family,payload_type,method,run_id,sample_index,length,num_unique_chars,entropy,alpha_count,digit_count,space_count,punct_count,alpha_ratio,digit_ratio,space_ratio,punct_ratio,single_quote_count,double_quote_count,dash_count,slash_count,star_count,equals_count,semicolon_count,paren_count,percent_count,underscore_count,comma_count,operator_count,has_single_quote,has_double_quote,has_comment_dashdash,has_comment_hash,has_comment_block,has_equal,has_parentheses,has_semicolon,has_percent_encoding,has_hex_literal,has_concat_operator,kw_select,kw_union,kw_where,kw_from,kw_and,kw_or,kw_insert,kw_update,kw_delete,kw_drop,kw_create,kw_alter,kw_sleep,kw_benchmark,kw_waitfor,kw_delay,kw_information_schema,kw_table,kw_column,kw_database,kw_cast,kw_convert,kw_concat,kw_substr,kw_substring,kw_ascii,kw_char,kw_load_file,kw_outfile,kw_exec,keyword_total
attack,1 rlike   (  select ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,374,20.0,11.0,3.0016094970590275,11.0,1.0,7.0,1.0,0.55,0.05,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack, (  select * from   ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,375,20.0,12.0,3.0219280948873624,10.0,0.0,8.0,2.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack, (  select * from   ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,376,20.0,12.0,3.0219280948873624,10.0,0.0,8.0,2.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,select pg_sleep  (  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,377,20.0,10.0,3.041446071165522,13.0,0.0,5.0,2.0,0.65,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack,select pg_sleep  (  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,378,20.0,10.0,3.041446071165522,13.0,0.0,5.0,2.0,0.65,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack,1' or   (  select * ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,379,20.0,12.0,3.0219280948873624,8.0,1.0,8.0,3.0,0.4,0.05,0.4,0.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,select pg_sleep  (  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,380,20.0,10.0,3.041446071165522,13.0,0.0,5.0,2.0,0.65,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack,  (  select * from  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,381,20.0,12.0,3.0219280948873624,10.0,0.0,8.0,2.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack, (  select * from   ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,382,20.0,12.0,3.0219280948873624,10.0,0.0,8.0,2.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,select pg_sleep  (  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,383,20.0,10.0,3.041446071165522,13.0,0.0,5.0,2.0,0.65,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack,select benchmark  ( ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,384,20.0,14.0,3.584183719779189,15.0,0.0,4.0,1.0,0.75,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,select pg_sleep  (  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,385,20.0,10.0,3.041446071165522,13.0,0.0,5.0,2.0,0.65,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack,select pg_sleep  (  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,386,20.0,10.0,3.041446071165522,13.0,0.0,5.0,2.0,0.65,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack,select pg_sleep  (  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,387,20.0,10.0,3.041446071165522,13.0,0.0,5.0,2.0,0.65,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack,waitfor delay '0:0:5,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,388,20.0,16.0,3.9219280948873627,12.0,3.0,2.0,3.0,0.6,0.15,0.1,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,1%' waitfor delay '0,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,389,20.0,16.0,3.8841837197791893,12.0,2.0,3.0,3.0,0.6,0.1,0.15,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,select benchmark  ( ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,390,20.0,14.0,3.584183719779189,15.0,0.0,4.0,1.0,0.75,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,  (  select * from  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,391,20.0,12.0,3.0219280948873624,10.0,0.0,8.0,2.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,1' waitfor delay '0:,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,392,20.0,16.0,3.8841837197791893,12.0,2.0,3.0,3.0,0.6,0.1,0.15,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,waitfor delay '0:0:5,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,393,20.0,16.0,3.9219280948873627,12.0,3.0,2.0,3.0,0.6,0.15,0.1,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,waitfor delay '0:0:5,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,394,20.0,16.0,3.9219280948873627,12.0,3.0,2.0,3.0,0.6,0.15,0.1,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,select benchmark  ( ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,395,20.0,14.0,3.584183719779189,15.0,0.0,4.0,1.0,0.75,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack, (  select * from   ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,396,20.0,12.0,3.0219280948873624,10.0,0.0,8.0,2.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,waitfor delay '0:0:5,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,397,20.0,16.0,3.9219280948873627,12.0,3.0,2.0,3.0,0.6,0.15,0.1,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack, (  select * from   ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,398,20.0,12.0,3.0219280948873624,10.0,0.0,8.0,2.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,select benchmark  ( ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,399,20.0,14.0,3.584183719779189,15.0,0.0,4.0,1.0,0.75,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,select benchmark  ( ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,400,20.0,14.0,3.584183719779189,15.0,0.0,4.0,1.0,0.75,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack, (  select * from   ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,401,20.0,12.0,3.0219280948873624,10.0,0.0,8.0,2.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,waitfor delay '0:0:5,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,402,20.0,16.0,3.9219280948873627,12.0,3.0,2.0,3.0,0.6,0.15,0.1,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,1' or   (  select * ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,403,20.0,12.0,3.0219280948873624,8.0,1.0,8.0,3.0,0.4,0.05,0.4,0.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,  (  select * from  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,404,20.0,12.0,3.0219280948873624,10.0,0.0,8.0,2.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,waitfor delay '0:0:5,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,405,20.0,16.0,3.9219280948873627,12.0,3.0,2.0,3.0,0.6,0.15,0.1,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack, (  select * from   ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,406,20.0,12.0,3.0219280948873624,10.0,0.0,8.0,2.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,  (  select * from  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,407,20.0,12.0,3.0219280948873624,10.0,0.0,8.0,2.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,1 waitfor delay '0:0,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,408,20.0,16.0,3.8841837197791893,12.0,3.0,3.0,2.0,0.6,0.15,0.15,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,select pg_sleep  (  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,409,20.0,10.0,3.041446071165522,13.0,0.0,5.0,2.0,0.65,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack,1%' or   (  select *,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,410,20.0,13.0,3.239353872167201,8.0,1.0,7.0,4.0,0.4,0.05,0.35,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,1 waitfor delay '0:0,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,411,20.0,16.0,3.8841837197791893,12.0,3.0,3.0,2.0,0.6,0.15,0.15,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
attack,select  67934  =   (,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,412,20.0,13.0,3.239353872167201,6.0,5.0,7.0,2.0,0.3,0.25,0.35,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack,select pg_sleep  (  ,time,time,seqgan_master,seqgan_master__phase2b__time__A__full__MASTER__raw_character__len20__gpre60__reward_off__seed88,413,20.0,10.0,3.041446071165522,13.0,0.0,5.0,2.0,0.65,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
